username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,
,11/25/16 10:40,1,1,RUPEE LOWEST #DeMonetisaton @peace_moin @PMOIndia @AidcaOfficial @rafeeq66 @BDUTT @sardesairajdeep @Umar_diet http:// profit.ndtv.com/news/market/ar ticle-amid-dollar-shock-rupee-nears-record-low-crosses-68-80-1629494?site=full Š—_,,@peace_moin @PMOIndia @AidcaOfficial @rafeeq66 @BDUTT @sardesairajdeep @Umar_diet,#DeMonetisaton,8.02E+17,https://twitter.com/dawahbyicode/status/802175229124481024,
,11/25/16 10:35,0,0,Live: Arun Jaitley speaks on demonetisaton,,,,8.02E+17,https://twitter.com/subrahmanyam000/status/802173815119839232,
,11/25/16 10:27,0,0,PURANE NOTE SE PETROL LE SAKTE..ROTI NAHI #DeMonetisaton @peace_moin @PMOIndia @AidcaOfficial @rafeeq66 @BDUTT @sardesairajdeep @Umar_diet pic.twitter.com/3eICDCjfKA,,@peace_moin @PMOIndia @AidcaOfficial @rafeeq66 @BDUTT @sardesairajdeep @Umar_diet,#DeMonetisaton,8.02E+17,https://twitter.com/dawahbyicode/status/802171940743954432,
,11/25/16 10:17,0,0,Manmohan Singh's idiotic remarks. No one will live for long so the #DeMonetisaton is incorrect. Is this the legacy country should live on?,,,#DeMonetisaton,8.02E+17,https://twitter.com/hemanthmb/status/802169404754563080,
,11/25/16 10:14,1,0,BJP MP GOT SLAPS KICKS #DeMonetisaton BLESSING @peace_moin @PMOIndia @AidcaOfficial @rafeeq66 @BDUTT @sardesairajdeep @AidcaMedia @Umar_diet https:// twitter.com/dawahbyicode/s tatus/802168205816958977 Š—_,,@peace_moin @PMOIndia @AidcaOfficial @rafeeq66 @BDUTT @sardesairajdeep @AidcaMedia @Umar_diet,#DeMonetisaton,8.02E+17,https://twitter.com/dawahbyicode/status/802168711872286720,
,11/25/16 10:12,0,0,PM should come to LS & participate in demonetisaton debate:Rahul @OfficeOfRG #NarendraModi @BJP4India @INCIndia http:// uniindia.com/pm-should-come -to-ls-participate-in-demonetisaton-debate-rahul/india/news/698480.html Š—_ pic.twitter.com/2JZrNvaQYm,,@OfficeOfRG @BJP4India @INCIndia,#NarendraModi,8.02E+17,https://twitter.com/uniindianews/status/802168081816559616,
,11/25/16 10:12,0,0,@OfficeOfRG You are incapable of debating with a 5th grader,,,,,,
,11/25/16 10:10,0,0,Benefits of #Demonetisaton : All #JanDhanAccount are active,,,,,,
,11/25/16 10:03,17,64,Coming up on @thenewshour Direct: Exclusive interview with Finance Minister Arun Jaitley #Demonetisaton #SameOldModiRaGa pic.twitter.com/nnevAgsImW,,@thenewshour,#Demonetisaton #SameOldModiRaGa,8.02E+17,https://twitter.com/TimesNow/status/802165768129392640,
,11/25/16 09:30,1,1,Modi shows 'Lack Of Preparedness' With #Demonetisaton changes http:// economictimes.indiatimes.com/news/economy/p olicy/demonetisation-decision-a-day-betrays-lack-of-preparedness/articleshow/55511283.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=ETTWMain Š—_,,,#Demonetisaton,8.02E+17,https://twitter.com/fkhanshaikh/status/802157479077429252,
,11/25/16 09:11,0,3,Today u raised d Most pointed & pertinent questions on #DeMonetisaton ..š_“š_èš_Ù š__š_çš__ š_Äš_éš_åšÇö š_“š_åš__š__ š_«šÇö š_Ùš_µš__š__ š__š_¾š__š_ÀšÇö š_µšÇ  š_«š__š_Œš_èš__-š_-š__š__š_çšÇ—š_â š_Çš__,,,#DeMonetisaton,8.02E+17,https://twitter.com/BarryCN250/status/802152817683070976,
,11/25/16 09:11,0,0,@anjanaomkashyap HALLABOL ASK ONLY ONE QUSTION TO GOVT.DUE TO DEMONETISATON / FUNNY BANK RULES DIE 60 PERSON.R U READY FOR LIFE IMPRISONMENT?,,@anjanaomkashyap,,8.02E+17,https://twitter.com/motivetorSun/status/802152755041370112,
,11/25/16 09:07,0,11,Splendid & Best Episode of #HallaBol on 17 Days after #DeMonetisaton !! Today you just nailed it...Well-done @AnjanaOmKashyap !! pic.twitter.com/DEzdCBSWII,,@AnjanaOmKashyap,#HallaBol #DeMonetisaton,8.02E+17,https://twitter.com/BarryCN250/status/802151777965457408,
,11/25/16 08:59,29,70,Finance Minister Arun Jaitley speaks exclusively to @TimesNow on @thenewshour Direct,,,,,,
,11/25/16 08:23,0,1,& @raghav_chadha 's @AamAadmiParty fled from #BMCelection ? Who received non #Demonetisaton currency from Most Corrupt Family. Wah Delhi Baby https:// twitter.com/aapdelhincr/st atus/802136051724775424 Š—_,,@raghav_chadha @AamAadmiParty,#BMCelection #Demonetisaton,8.02E+17,https://twitter.com/ieMilind/status/802140616398229508,
